page_type,page,keyword,avg_monthly,competition,source_run,source_file,recommendation,reason
L2 Product,Ceramic Tiles,ceramic tiles dealers in chennai,50,Low,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Ceramic Tiles,ceramic tiles manufacturers in chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Ceramic Tiles,ceramic tiles price in chennai,50,Medium,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Ceramic Tiles,rak ceramic tiles price,50,Low,2.0,rak-wide.csv,Keep,Relevant
L2 Product,Ceramic Tiles,agl ceramic tiles,50,Unknown,2.0,agl-wide.csv,Maybe,Low and non-local signal
L2 Product,Ceramic Tiles,rk ceramic tiles,50,Low,2.0,rak-wide.csv,Maybe,Low and non-local signal
L2 Product,Ceramic Tiles,crystal ceramic tiles chennai,0,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Drop,No volume
L2 Product,Ceramic Tiles,ceramic tiles rak,0,Unknown,2.0,rak-wide.csv,Drop,No volume
L2 Product,Floor Tiles,floor tiles chennai,500,Medium,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,2x2 floor tiles price in chennai,50,Low,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,3d floor tiles price in chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,agl floor tiles price,50,Low,2.0,agl-wide.csv,Keep,Relevant
L2 Product,Floor Tiles,agl floor tiles price list,50,Unknown,2.0,agl-wide.csv,Keep,Relevant
L2 Product,Floor Tiles,bathroom floor tiles chennai,50,Low,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,bathroom floor tiles price in chennai,50,High,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,best floor tiles in chennai,50,Medium,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,ceramic floor tiles price in chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,cost of floor tiles in chennai,50,Low,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,floor tiles 2x2 price in chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Floor Tiles,floor tiles cost in chennai,50,Low,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Wall Tiles,agl wall tiles price,50,Unknown,2.0,agl-wide.csv,Keep,Relevant
L2 Product,Wall Tiles,bathroom wall tiles price in chennai,50,High,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Wall Tiles,exterior wall tiles chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Wall Tiles,foam wall tiles in chennai,50,Unknown,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
L2 Product,Wall Tiles,kitchen wall tiles chennai,50,High,1.0,DEDUPED_KEYWORDS_MASTER.csv,Keep,Relevant
